chirp_channel,url,lyrics,style,audio_path,audio_seconds
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182268948553678919/chirp.mp4?ex=658414c2&amp,"(Verse 1)
In the halls of healing, where courage takes flight,
Muskan walks with purpose, in the neon-lit night.
BSc Nursing, the path she's chosen,
A brave soul, in a world that's frozen.

From stethoscopes to scrubs, in the ER's glow,
Najra Anwary shines, letting her strength show.
Patient whispers, heartbeat rhythms in sync,
She's the remedy when life's on the brink.

(Chorus)
Muskan, the nickname that echoes the halls,
A melody of courage, as the night-time calls.
Brave girl in the chaos, where angels tread,
Najra Anwary, stitching dreams, not thread.

(Verse 2)
A symphony of healing, a rap of the heart,
In the corridors of challenge, she plays her part.
Science and compassion, a potent blend,
She's a nurse, a hero, on whom we depend.",['rap'],audio/000011.wav,40.05
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269023593955348/chirp.mp4?ex=658414d4&amp,"Ivan, bljad, jacky dose, 10 tausend Euro couch, Mercedes e klasse, v8","['rock, female vocal, bas guitar, drum']",audio/000012.wav,16.1
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269024034377738/chirp.mp4?ex=658414d4&amp,"Ivan, bljad, jacky dose, 10 tausend Euro couch, Mercedes e klasse, v8","['rock, female vocal, bas guitar, drum']",audio/000013.wav,5.33
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269069467058207/chirp.mp4?ex=658414df&amp,"[intro]
[verse 1]
Я навсегда запомню ночь, 
Когда всё это началось 
Под утро я с ума сошла 
Зачем же я тебя нашла!?",['Country'],audio/000014.wav,16.17
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269069899092048/chirp.mp4?ex=658414df&amp,"[intro]
[verse 1]
Я навсегда запомню ночь, 
Когда всё это началось 
Под утро я с ума сошла 
Зачем же я тебя нашла!?",['Country'],audio/000015.wav,31.46
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269090195324969/chirp.mp4?ex=658414e4&amp,"Strophe 1:
In der Stadt, wo die Werbung nie schläft,
Findet man einen Cowboy, der seine Versprechen hält.
Carlos, der Chef, mit Charme und mit Stil,
Leitet seine Agentur, mit einem klaren Ziel.

Refrain:
Carlos, der Agentur Cowboy, furchtlos und frei,
Mit Ideen so wild, wie der Himmel so weit.
Asana ist sein Pferd, auf dem er reitet,
Erledigt die Aufgaben, die niemand begleitet.",['random'],audio/000016.wav,30.21
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269090694430720/chirp.mp4?ex=658414e4&amp,"Strophe 1:
In der Stadt, wo die Werbung nie schläft,
Findet man einen Cowboy, der seine Versprechen hält.
Carlos, der Chef, mit Charme und mit Stil,
Leitet seine Agentur, mit einem klaren Ziel.

Refrain:
Carlos, der Agentur Cowboy, furchtlos und frei,
Mit Ideen so wild, wie der Himmel so weit.
Asana ist sein Pferd, auf dem er reitet,
Erledigt die Aufgaben, die niemand begleitet.",['random'],audio/000017.wav,39.14
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269167609589770/chirp.mp4?ex=658414f7&amp,"You, descending from the stars in the sky,

Bringing hope and love as the days go by,

A humble gift wrapped in heavenly light,

Guiding us through the darkest winter night.
In a manger, you found your humble bed,

A savior born, salvation's thread,

From Bethlehem's fields to the scorching desert sand,

Your presence shines, like a guiding hand.",['random christmas'],audio/000018.wav,38.81
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269168133885952/chirp.mp4?ex=658414f7&amp,"You, descending from the stars in the sky,

Bringing hope and love as the days go by,

A humble gift wrapped in heavenly light,

Guiding us through the darkest winter night.
In a manger, you found your humble bed,

A savior born, salvation's thread,

From Bethlehem's fields to the scorching desert sand,

Your presence shines, like a guiding hand.",['random christmas'],audio/000019.wav,31.46
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269406840115251/chirp.mp4?ex=65841530&amp,"Tu discendi dalle stelle del cielo,
Portando speranza e amore come i giorni passano,
Un umile dono avvolto nella luce celeste,
Guidandoci attraverso la notte invernale più buia.In una mangiatoia, hai trovato il tuo modesto letto,
Un salvatore nato, il filo della salvezza,
Dai campi di Betlemme alla sabbia rovente del deserto,
La tua presenza brilla, come una mano guida.",['slow wintery'],audio/000020.wav,22.89
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269407301480488/chirp.mp4?ex=65841530&amp,"Tu discendi dalle stelle del cielo,
Portando speranza e amore come i giorni passano,
Un umile dono avvolto nella luce celeste,
Guidandoci attraverso la notte invernale più buia.In una mangiatoia, hai trovato il tuo modesto letto,
Un salvatore nato, il filo della salvezza,
Dai campi di Betlemme alla sabbia rovente del deserto,
La tua presenza brilla, come una mano guida.",['slow wintery'],audio/000021.wav,36.69
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269408375210054/chirp.mp4?ex=65841530&amp,"[Verse]
Snowflakes falling from the sky
Painting the world in white
Silent whispers in the cold
A moment frozen, untold

[Chorus]
Welcome changes, winter's here
Embracing warmth with hearts sincere
In this season, dreams take flight
Underneath the pale moonlight",['pop'],audio/000022.wav,35.37
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269409046310983/chirp.mp4?ex=65841530&amp,"[Verse]
Snowflakes falling from the sky
Painting the world in white
Silent whispers in the cold
A moment frozen, untold

[Chorus]
Welcome changes, winter's here
Embracing warmth with hearts sincere
In this season, dreams take flight
Underneath the pale moonlight",['pop'],audio/000023.wav,38.78
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269411424481310/chirp.mp4?ex=65841531&amp,"deeznuts deeznuts deeznuts ligma ligma ligma balls
deeeeznuts ye, ye. 
dragon? draggin deeznuts ye
deeznuts deeznuts deeznuts ligma ligma ligma balls",['rap'],audio/000024.wav,15.69
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269411860692992/chirp.mp4?ex=65841531&amp,"deeznuts deeznuts deeznuts ligma ligma ligma balls
deeeeznuts ye, ye. 
dragon? draggin deeznuts ye
deeznuts deeznuts deeznuts ligma ligma ligma balls",['rap'],audio/000025.wav,24.93
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269415824314389/chirp.mp4?ex=65841532&amp,"I can buy myself flowers
Write my name in the sand
Talk to myself for hours
Say things you don't understand
I can take myself dancing
And I can hold my own hand
Yeah, I can love me better than you can

Can love me better, I can love me better, baby
Can love me better, I can love me better, baby

Paint my nails cherry-red
Match the roses that you left
No remorse, no regret
I forgive every word you said",['Rock'],audio/000026.wav,36.89
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269416516362240/chirp.mp4?ex=65841532&amp,"I can buy myself flowers
Write my name in the sand
Talk to myself for hours
Say things you don't understand
I can take myself dancing
And I can hold my own hand
Yeah, I can love me better than you can

Can love me better, I can love me better, baby
Can love me better, I can love me better, baby

Paint my nails cherry-red
Match the roses that you left
No remorse, no regret
I forgive every word you said",['Rock'],audio/000027.wav,29.49
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269451601715210/chirp.mp4?ex=6584153a&amp,"Verse 1)
In the city of shadows where the neon lights gleam,
Lost souls chasing dreams, in a world so extreme.
Guitar strings scream, as the night takes hold,
Concrete jungle stories, in the alleys untold.

(Pre-Chorus)
We're dancing on the edge, where the fire burns bright,
In the heart of the chaos, we find our own light.
Through the thunder and rain, we stand tall,
Rock 'n' roll rebels, breaking down the wall.

(Chorus)
This is the anthem of the restless,
In the rhythm of rebellion, we confess.
Through the highs and the lows,
In the language of rock, our story unfolds.",['female rnb pop'],audio/000028.wav,37.7
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269452419612672/chirp.mp4?ex=6584153a&amp,"Verse 1)
In the city of shadows where the neon lights gleam,
Lost souls chasing dreams, in a world so extreme.
Guitar strings scream, as the night takes hold,
Concrete jungle stories, in the alleys untold.

(Pre-Chorus)
We're dancing on the edge, where the fire burns bright,
In the heart of the chaos, we find our own light.
Through the thunder and rain, we stand tall,
Rock 'n' roll rebels, breaking down the wall.

(Chorus)
This is the anthem of the restless,
In the rhythm of rebellion, we confess.
Through the highs and the lows,
In the language of rock, our story unfolds.",['female rnb pop'],audio/000029.wav,40.05
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269486468956180/chirp.mp4?ex=65841543&amp,"[Verse]
Jay-M, you light up the room with your smile
The way you move, it drives me wild
You're the rhythm to my melody, baby can't you see
You make my heart go on, endlessly

[Chorus]
Jay-M, you're my favorite melody
Your love's got me singing in harmony
Jay-M, you're the beat to my soul
With you, I'm feeling whole, oh oh","['UK drill, po polsku']",audio/000030.wav,35.57
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269487106506872/chirp.mp4?ex=65841543&amp,"[Verse]
Jay-M, you light up the room with your smile
The way you move, it drives me wild
You're the rhythm to my melody, baby can't you see
You make my heart go on, endlessly

[Chorus]
Jay-M, you're my favorite melody
Your love's got me singing in harmony
Jay-M, you're the beat to my soul
With you, I'm feeling whole, oh oh","['UK drill, po polsku']",audio/000031.wav,34.05
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269526621032448/chirp.mp4?ex=6584154c&amp,"[verse]
Kurwa, ta Ewa Mewa, mnie tak wkurwia
Nie ma już siły, to jest już koniec
Patrzy na mnie krzywo, wzdycha ciągle
Ale nie liczę już na żadne zmiany

[chorus]
Kurwa, ta Ewa Mewa, mnie tak wkurwia
To już koniec, nie ma sensu dłużej się kłócić",['rap'],audio/000032.wav,13.46
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269527304708146/chirp.mp4?ex=6584154c&amp,"[verse]
Kurwa, ta Ewa Mewa, mnie tak wkurwia
Nie ma już siły, to jest już koniec
Patrzy na mnie krzywo, wzdycha ciągle
Ale nie liczę już na żadne zmiany

[chorus]
Kurwa, ta Ewa Mewa, mnie tak wkurwia
To już koniec, nie ma sensu dłużej się kłócić",['rap'],audio/000033.wav,19.58
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269595864797234/chirp.mp4?ex=6584155d&amp,"Gökyüzü ağladı o gece, toprak titredi Maraş'ta,
Bir an önce uyandık, gerçekle yüzleştik sabahla.
Evler yıkılmış, kalpler paramparça,
Maraş'ın toprağı sallandı, dertleri yükseldi dağlarla.
Kırık camlar ardında, hayaller toz olmuş,
Depremin izleriyle dolu sokaklar karanlık.
Maraş'ta sevda yıkılmış, umutlar yerle bir,
Ama yine de ayakta, direniyor bu şehir.","['rock, female vocal, bas guitar, piano']",audio/000034.wav,24.62
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269596456198174/chirp.mp4?ex=6584155d&amp,"Gökyüzü ağladı o gece, toprak titredi Maraş'ta,
Bir an önce uyandık, gerçekle yüzleştik sabahla.
Evler yıkılmış, kalpler paramparça,
Maraş'ın toprağı sallandı, dertleri yükseldi dağlarla.
Kırık camlar ardında, hayaller toz olmuş,
Depremin izleriyle dolu sokaklar karanlık.
Maraş'ta sevda yıkılmış, umutlar yerle bir,
Ama yine de ayakta, direniyor bu şehir.","['rock, female vocal, bas guitar, piano']",audio/000035.wav,40.05
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269610364522506/chirp.mp4?ex=65841560&amp,"[intro]
[verse 1]
Я навсегда запомню ночь, 
Когда всё это началось 
Под утро я с ума сошла 
Зачем же я тебя нашла!?",['random'],audio/000036.wav,26.42
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269610792325220/chirp.mp4?ex=65841560&amp,"[intro]
[verse 1]
Я навсегда запомню ночь, 
Когда всё это началось 
Под утро я с ума сошла 
Зачем же я тебя нашла!?",['random'],audio/000037.wav,26.85
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269617754869760/chirp.mp4?ex=65841562&amp,"[Verse 1]
In the jungle, with my friend so dear
We laugh and sing, banishing all fear
Eating bananas, our favorite delight
Underneath the sun, shining ever so bright

[Chorus]
Beautiful faces all around
Dancing together, feeling so profound
We're wild and free, having fun
In the jungle, our adventure's just begun",['punk'],audio/000038.wav,28.77
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269618417586186/chirp.mp4?ex=65841562&amp,"[Verse 1]
In the jungle, with my friend so dear
We laugh and sing, banishing all fear
Eating bananas, our favorite delight
Underneath the sun, shining ever so bright

[Chorus]
Beautiful faces all around
Dancing together, feeling so profound
We're wild and free, having fun
In the jungle, our adventure's just begun",['punk'],audio/000039.wav,38.54
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269636201431052/chirp.mp4?ex=65841566&amp,"[Verse]
Far from home, I roam these foreign lands
Chasing dreams, with strength, I take a stand
Missing family, their love, their touch
But I gotta grind, I gotta hustle, I must

[Chorus]
Living abroad, it's a bittersweet melody
Missing my fam, always in my memory",['рор'],audio/000040.wav,36.74
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269636855746642/chirp.mp4?ex=65841566&amp,"[Verse]
Far from home, I roam these foreign lands
Chasing dreams, with strength, I take a stand
Missing family, their love, their touch
But I gotta grind, I gotta hustle, I must

[Chorus]
Living abroad, it's a bittersweet melody
Missing my fam, always in my memory",['рор'],audio/000041.wav,31.85
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269807219982417/chirp.mp4?ex=6584158f&amp,"[Verse]
Far from home, I roam these foreign lands
Chasing dreams, with strength, I take a stand
Missing family, their love, their touch
But I gotta grind, I gotta hustle, I must

[Chorus]
Living abroad, it's a bittersweet melody
Missing my fam, always in my memory",['рор'],audio/000042.wav,24.9
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269870948241458/chirp.mp4?ex=6584159e&amp,"[Verse 1]
Happy birthday, Estelle Aka Buffy from Suresnes
Let's celebrate you're birthday with a raw energy
you're from Amiens, where the music's alive
We'll shake it up and make the walls revive

[Chorus]
You rock, raise your fists up high
Today, let's go wild and ride the snow
Happy birthday, Estelle rock Girl
Oh, let the rock spirit set us free

[Verse 2]
Happy birthday, Estelle Aka the zumba queen
Let's celebrate you're birthday with snowboarding day
you're from Amiens, But now you'r a parisien girl
We'll shake it up and make the walls revive

[Chorus]
You rock, raise your fists up high
Today, let's go wild and ride the snow
Happy birthday, Estelle rock Girl",['pop'],audio/000043.wav,39.02
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182269871489298462/chirp.mp4?ex=6584159e&amp,"[Verse 1]
Happy birthday, Estelle Aka Buffy from Suresnes
Let's celebrate you're birthday with a raw energy
you're from Amiens, where the music's alive
We'll shake it up and make the walls revive

[Chorus]
You rock, raise your fists up high
Today, let's go wild and ride the snow
Happy birthday, Estelle rock Girl
Oh, let the rock spirit set us free

[Verse 2]
Happy birthday, Estelle Aka the zumba queen
Let's celebrate you're birthday with snowboarding day
you're from Amiens, But now you'r a parisien girl
We'll shake it up and make the walls revive

[Chorus]
You rock, raise your fists up high
Today, let's go wild and ride the snow
Happy birthday, Estelle rock Girl",['pop'],audio/000044.wav,39.53
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182270083502972958/chirp.mp4?ex=658415d1&amp,"Уууууу Каждый день, когда я просыпаюсь рядом с тобой,
Понимаю, насколько счастлива я в этом мире.
Ты - мой камень опоры, мой лучший друг,
С тобой я всегда чувствую себя на высоте.ээээээээээ

(Chorus)
Ааааааа Аличка, моя любовь,
Ты - мое счастье еее, мой уют.
За твою нежность и ласку,
Я благодарю каждый день.эээээээ","['rock, female vocal, bas guitar, piano']",audio/000045.wav,40.05
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182270084236984380/chirp.mp4?ex=658415d1&amp,"Уууууу Каждый день, когда я просыпаюсь рядом с тобой,
Понимаю, насколько счастлива я в этом мире.
Ты - мой камень опоры, мой лучший друг,
С тобой я всегда чувствую себя на высоте.ээээээээээ

(Chorus)
Ааааааа Аличка, моя любовь,
Ты - мое счастье еее, мой уют.
За твою нежность и ласку,
Я благодарю каждый день.эээээээ","['rock, female vocal, bas guitar, piano']",audio/000046.wav,40.05
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182270112225570826/chirp.mp4?ex=658415d8&amp,"[verso]Estou cansada do meu carro, ja pensei em vender, mas o dinheiro que eu poderia pegar, não vai valer.
Conheci uma empresa, chamada oversáine que faz customizações.
Vou deixar meu carro la, pra ficar como sonhei quando comprei.
[refrão]Oh Oh Oh Oh OVERSÁINE
Oh Oh Oh Oh OVERSÁINE

[verso]Deixei meu carro com o Vannucci, que me prometeu fazer, um trabalho muito bom, pro meu carro aparecer.
Em apenas sete dias meu carro sera transformado, não vejo a hora de ver ele novamente
[refrao]Oh Oh Oh Oh OVERSÁINE
OH OH OH OH OVERSÁINE

[verso] Hoje vou buscar meu carro com novo visual na oversáine. Estou com tanta curiosidade para ver pronto.

UAU, QUE LINDO, Amei
Parabéns, meu sonho esta realizado.

[refrão] Oh Oh OH Oh Oversáine",['africana'],audio/000047.wav,40.05
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182270112879869962/chirp.mp4?ex=658415d8&amp,"[verso]Estou cansada do meu carro, ja pensei em vender, mas o dinheiro que eu poderia pegar, não vai valer.
Conheci uma empresa, chamada oversáine que faz customizações.
Vou deixar meu carro la, pra ficar como sonhei quando comprei.
[refrão]Oh Oh Oh Oh OVERSÁINE
Oh Oh Oh Oh OVERSÁINE

[verso]Deixei meu carro com o Vannucci, que me prometeu fazer, um trabalho muito bom, pro meu carro aparecer.
Em apenas sete dias meu carro sera transformado, não vejo a hora de ver ele novamente
[refrao]Oh Oh Oh Oh OVERSÁINE
OH OH OH OH OVERSÁINE

[verso] Hoje vou buscar meu carro com novo visual na oversáine. Estou com tanta curiosidade para ver pronto.

UAU, QUE LINDO, Amei
Parabéns, meu sonho esta realizado.

[refrão] Oh Oh OH Oh Oversáine",['africana'],audio/000048.wav,40.05
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182270251614863390/chirp.mp4?ex=658415f9&amp,"[intro]
[verse 1]
Я навсегда запомню ночь, 
Когда всё это началось 
Под утро я с ума сошла 
Зачем же я тебя нашла!?",['60s rock'],audio/000049.wav,26.66
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182270252294357094/chirp.mp4?ex=658415f9&amp,"[intro]
[verse 1]
Я навсегда запомню ночь, 
Когда всё это началось 
Под утро я с ума сошла 
Зачем же я тебя нашла!?",['60s rock'],audio/000050.wav,14.66
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182270349459587143/chirp.mp4?ex=65841610&amp,"[intro]
[verse 1]
Я навсегда запомню ночь, 
Когда всё это началось 
Под утро я с ума сошла 
Зачем же я тебя нашла!?",['60s rock'],audio/000051.wav,36.86
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182270402119077998/chirp.mp4?ex=6584161d&amp,"bananas

[verse]
In the jungle, where the trees sway tall
Friends gather 'neath the sunlight's gall
Eating bananas, a joyous call
Voices harmonize, together we enthrall

[chorus]
Oh, we dance and sing in the wild
Beneath the stars in the nighttime mild
Together we feast, forever beguiled
Eating bananas with friends, our ecstasy compiled",['rap'],audio/000052.wav,33.65
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182270402916003880/chirp.mp4?ex=6584161d&amp,"bananas

[verse]
In the jungle, where the trees sway tall
Friends gather 'neath the sunlight's gall
Eating bananas, a joyous call
Voices harmonize, together we enthrall

[chorus]
Oh, we dance and sing in the wild
Beneath the stars in the nighttime mild
Together we feast, forever beguiled
Eating bananas with friends, our ecstasy compiled",['rap'],audio/000053.wav,40.01
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182270644524699759/chirp.mp4?ex=65841657&amp,"[Verse]
In a world of darkness, we sought the light
Through the age of enlightenment, we'd fight
Questioning beliefs that were long held tight
A revolution of the mind, shining bright

[Chorus]
Oh, the age of enlightenment, set us free
With reason as our guide, we'd find our decree
Oh, the age of enlightenment, let knowledge be
Illuminate our souls, for all the world to see","['rock, female vocal, piano']",audio/000054.wav,24.41
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182270644998647829/chirp.mp4?ex=65841657&amp,"[Verse]
In a world of darkness, we sought the light
Through the age of enlightenment, we'd fight
Questioning beliefs that were long held tight
A revolution of the mind, shining bright

[Chorus]
Oh, the age of enlightenment, set us free
With reason as our guide, we'd find our decree
Oh, the age of enlightenment, let knowledge be
Illuminate our souls, for all the world to see","['rock, female vocal, piano']",audio/000055.wav,28.89
chirp-beta-1,https://cdn.discordapp.com/attachments/1128313332273782784/1182270704415162418/chirp.mp4?ex=65841665&amp,"[Verse]
Ivan, bljad, Jacky Dose on the rise
10 tausend Euro couch, we living so high
Mercedes E-Klasse, V8 motor, that's the ride
Riesen Haus mit Pool, we got it all on our side

[Chorus]
Living lavish, no room for doubts
We balling hard, no limits in our accounts
Ivan, bljad, Jacky Dose, we taking over the game
From the streets to the penthouse, we made it our fame",['korean pop'],audio/000056.wav,26.85
